feeder,substation,voltage,summerrating,peakampscurr,pctratingcurr,peakampslast,pctratinglast,loadcurvehist,loadcurvefor,amp_rating_bin
36_11_26055,BELMONT,"13,2",320,178,55.63,"178,097",55.66,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26055.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26055.csv,301-400
36_11_26056,BELMONT,"13,2",358,"226,67",63.32,"226,67",63.32,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26056.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26056.csv,301-400
36_11_26057,BELMONT,"13,2",352,"98,33",27.93,"98,627",28.02,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26057.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26057.csv,301-400
36_11_26151,FLY RD,"13,2",475,133,28,"132,82",27.96,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26151.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26151.csv,401-500
36_11_26152,FLY RD,"13,2",467,297,63.6,"296,9",63.58,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26152.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26152.csv,401-500
36_11_26153,FLY RD,"13,2",469,"380,33",81.09,"380,223",81.07,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26153.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26153.csv,401-500
36_11_26154,FLY RD,"13,2",329,"215,67",65.55,"215,763",65.58,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26154.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26154.csv,301-400
36_11_26251,DELPHI,"13,2",364,"59,67",16.39,"59,667",16.39,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26251.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26251.csv,301-400
36_11_26252,DELPHI,"13,2",336,"95,33",28.37,"95,333",28.37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26252.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26252.csv,301-400
36_11_26253,DELPHI,"13,2",358,"167,67",46.84,"167,667",46.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26253.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26253.csv,301-400
36_11_26551,DUGUID,"13,2",325,"306,33",94.26,"306,15",94.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26551.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26551.csv,301-400
36_11_26552,DUGUID,"13,2",492,"322,33",65.51,"322,24",65.5,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26552.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26552.csv,401-500
36_11_26553,DUGUID,"13,2",324,"209,67",64.71,"209,62",64.7,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26553.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26553.csv,301-400
36_11_26554,DUGUID,"13,2",334,"276,33",82.73,"276,24",82.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26554.csv,301-400
36_11_26555,DUGUID,"13,2",359,390,108.64,390,108.64,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26555.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26555.csv,301-400
36_11_26651,MILTON AVE,"13,2",472,"210,33",44.56,"210,32",44.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26651.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26651.csv,401-500
36_11_26653,MILTON AVE,"13,2",433,"319,67",73.83,"319,823",73.86,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26653.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26653.csv,401-500
36_11_26655,MILTON AVE,"13,2",444,"289,67",65.24,"289,743",65.26,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26655.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26655.csv,401-500
36_11_26656,MILTON AVE,"13,2",395,"242,33",61.35,"242,35",61.35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26656.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26656.csv,301-400
36_11_26658,MILTON AVE,"13,2",519,"198,33",38.21,"198,403",38.23,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26658.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26658.csv,500+
36_11_2675,DORWIN,"4,16",260,120,46.15,120,46.15,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2675.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2675.csv,201-300
36_11_26751,EUCLID,"13,2",365,"310,67",85.12,"310,29",85.01,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26751.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26751.csv,301-400
36_11_26752,EUCLID,"13,2",341,"285,67",83.77,"285,83",83.82,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26752.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26752.csv,301-400
36_11_26753,EUCLID,"13,2",368,"222,33",60.42,"222,383",60.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26753.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26753.csv,301-400
36_11_26754,EUCLID,"13,2",494,233,47.17,"233,017",47.17,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26754.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26754.csv,401-500
36_11_26755,EUCLID,"13,2",323,"49,33",15.27,"49,297",15.26,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26755.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26755.csv,301-400
36_11_26756,EUCLID,"13,2",352,"209,67",59.57,"209,647",59.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26756.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26756.csv,301-400
36_11_2676,DORWIN,"4,16",465,168,36.13,168,36.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2676.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2676.csv,401-500
36_11_2677,DORWIN,"4,16",519,"172,33",33.2,"172,333",33.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2677.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2677.csv,500+
36_11_2678,DORWIN,"4,16",519,334,64.35,334,64.35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2678.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2678.csv,500+
36_11_26951,SORRELL HILL,"13,2",351,"251,33",71.6,"251,253",71.58,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26951.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26951.csv,301-400
36_11_26952,SORRELL HILL,"13,2",436,"374,33",85.86,"374,267",85.84,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26952.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26952.csv,401-500
36_11_26953,SORRELL HILL,"13,2",349,"191,33",54.82,"191,323",54.82,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26953.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26953.csv,301-400
36_11_26954,SORRELL HILL,"13,2",387,"361,67",93.45,"361,76",93.48,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26954.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26954.csv,301-400
36_11_27451,WEST MONROE,"13,2",324,"238,33",73.56,"238,33",73.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_27451.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_27451.csv,301-400
36_11_2860,FAYETTE STREET,"4,16",403,"151,33",37.55,"151,607",37.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2860.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2860.csv,401-500
36_11_2862,FAYETTE STREET,"4,16",398,"267,33",67.17,"267,473",67.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2862.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2862.csv,301-400
36_11_28651,ROCK CUT,"13,2",425,"367,33",86.43,"367,293",86.42,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_28651.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_28651.csv,401-500
36_11_28652,ROCK CUT,"13,2",378,"255,67",67.64,"255,557",67.61,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_28652.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_28652.csv,301-400
36_11_28654,ROCK CUT,"13,2",352,"94,67",26.89,"94,693",26.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_28654.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_28654.csv,301-400
36_11_28656,ROCK CUT,"13,2",477,"189,67",39.76,"189,613",39.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_28656.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_28656.csv,401-500
36_11_28657,ROCK CUT,"13,2",489,"105,33",21.54,"105,577",21.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_28657.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_28657.csv,401-500
36_11_28658,ROCK CUT,"13,2",482,425,88.17,"424,993",88.17,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_28658.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_28658.csv,401-500
36_11_2867,FAYETTE STREET,"4,16",409,"108,67",26.57,"108,41",26.51,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2867.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2867.csv,401-500
36_11_2868,FAYETTE STREET,"4,16",337,200,59.35,"200,03",59.36,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2868.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2868.csv,301-400
36_11_2869,FAYETTE STREET,"4,16",424,155,36.56,"155,143",36.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2869.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2869.csv,401-500
36_11_2870,FAYETTE STREET,"4,16",253,"136,67",54.02,"136,453",53.93,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2870.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2870.csv,201-300
36_11_2873,FAYETTE STREET,"4,16",358,218,60.89,"218,007",60.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2873.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2873.csv,301-400
36_11_2874,FAYETTE STREET,"4,16",356,211,59.27,"210,963",59.26,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_2874.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_2874.csv,301-400
36_11_29055,PEBBLE HILL,"13,2",347,"76,33",22,"76,357",22,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29055.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29055.csv,301-400
36_11_29056,PEBBLE HILL,"13,2",358,"314,33",87.8,"314,48",87.84,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29056.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29056.csv,301-400
36_11_29057,PEBBLE HILL,"13,2",358,"316,33",88.36,"316,483",88.4,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29057.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29057.csv,301-400
36_11_29058,PEBBLE HILL,"13,2",347,"309,67",89.24,"309,457",89.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29058.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29058.csv,301-400
36_11_29154,JEWETT,"13,2",411,"202,67",49.31,"202,447",49.26,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29154.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29154.csv,401-500
36_11_29155,JEWETT,"13,2",392,"113,67",29,"113,827",29.04,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29155.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29155.csv,301-400
36_11_29156,JEWETT,"13,2",411,129,31.39,"128,747",31.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29156.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29156.csv,401-500
36_11_29451,NILES,"13,2",220,"134,67",61.21,"134,403",61.09,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29451.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29451.csv,201-300
36_11_29551,BRIDGE ST.,"13,2",374,"270,67",72.37,"270,48",72.32,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29551.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29551.csv,301-400
36_11_29552,BRIDGE ST.,"13,2",365,"311,67",85.39,"311,707",85.4,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29552.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29552.csv,301-400
36_11_29553,BRIDGE ST.,"13,2",374,"190,67",50.98,"190,73",51,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29553.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29553.csv,301-400
36_11_29554,BRIDGE ST.,"13,2",365,"226,67",62.1,"226,843",62.15,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29554.csv,301-400
36_11_29753,LYSANDER,"13,2",395,"210,67",53.33,"210,833",53.38,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29753.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29753.csv,301-400
36_11_29754,LYSANDER,"13,2",329,310,94.22,"310,19",94.28,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29754.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29754.csv,301-400
36_11_29755,LYSANDER,"13,2",441,240,54.42,"240,1",54.44,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_29755.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_29755.csv,401-500
36_11_32554,BARTELL,"13,2",514,"393,67",76.59,"393,583",76.57,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_32554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_32554.csv,500+
36_11_32555,BARTELL,"13,2",506,"377,33",74.57,"377,087",74.52,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_32555.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_32555.csv,500+
36_11_32556,BARTELL,"13,2",410,"329,33",80.32,"329,117",80.27,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_32556.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_32556.csv,401-500
36_11_4430,MINOA,"4,8",481,"246,67",51.28,"246,827",51.32,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_4430.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_4430.csv,401-500
36_11_4463,MINOA,"4,8",481,"226,67",47.12,"226,777",47.15,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_4463.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_4463.csv,401-500
36_11_5027,PERRYVILLE,"4,16",300,"96,73",32.24,"96,667",32.22,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_5027.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_5027.csv,201-300
36_11_5164,PHOENIX,"4,8",435,248,57.01,248,57.01,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_5164.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_5164.csv,401-500
36_11_5165,PHOENIX,"4,8",435,"399,33",91.8,"399,33",91.8,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_5165.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_5165.csv,401-500
36_11_5561,FABIUS,"4,8",313,"112,67",36,"112,667",36,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_5561.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_5561.csv,301-400
36_11_5866,STILES,"4,8",407,"133,33",32.76,"133,333",32.76,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_5866.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_5866.csv,401-500
36_11_5867,STILES,"4,8",407,"205,67",50.53,"205,667",50.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_5867.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_5867.csv,401-500
